EID_100001, Smith, Amélie, (024) 777 439 391, amélie.smith@heig-vd.ch, FEMALE, EC, Admin
EID_105582, Dupont, Luc, (024) 777 307 102, luc.dupont@heig-vd.ch, MALE, COMEM, Student
EID_105583, Marchand, Carole, (024) 777 757 701, carole.marchand@heig-vd.ch, FEMALE, EC, Professor
EID_105584, Simpson, Gilles, (024) 777 352 753, gilles.simpson@heig-vd.ch, MALE, HEG, Student
EID_105585, De Villiers, Evelyne, (024) 777 556 487, evelyne.de villiers@heig-vd.ch, FEMALE, TIN, Professor
EID_105586, De Villiers, Irène, (024) 777 573 753, irène.de villiers@heig-vd.ch, FEMALE, HEG, Student
EID_105587, Durant, Julie, (024) 777 551 653, julie.durant@heig-vd.ch, FEMALE, TIC, Assistant
EID_105588, Dupont, Carole, (024) 777 254 864, carole.dupont@heig-vd.ch, FEMALE, TIC, Assistant
EID_105589, Belmondo, Fabrice, (024) 777 163 182, fabrice.belmondo@heig-vd.ch, MALE, TIC, Admin
EID_105590, Delon, Gontran, (024) 777 534 224, gontran.delon@heig-vd.ch, MALE, DEPG, Student
EID_105591, Simpson, Julien, (024) 777 704 237, julien.simpson@heig-vd.ch, MALE, EC, Student
EID_105592, Bauer, Gontran, (024) 777 498 609, gontran.bauer@heig-vd.ch, MALE, TIC, Admin
EID_105593, Marchand, Carole, (024) 777 551 118, carole.marchand@heig-vd.ch, FEMALE, EC, Professor
EID_105594, Durant, Henriette, (024) 777 212 500, henriette.durant@heig-vd.ch, FEMALE, HEG, Professor
EID_105595, Durant, Georgette, (024) 777 509 852, georgette.durant@heig-vd.ch, FEMALE, DEPG, Admin
EID_105596, Delon, Jimmy, (024) 777 216 632, jimmy.delon@heig-vd.ch, MALE, TIN, Student
EID_105597, De Decker, Carine, (024) 777 728 833, carine.de decker@heig-vd.ch, FEMALE, DEPG, Assistant
EID_105598, Bauer, Gilles, (024) 777 299 783, gilles.bauer@heig-vd.ch, MALE, TIN, Student
EID_105599, De Villiers, Fabien, (024) 777 190 216, fabien.de villiers@heig-vd.ch, MALE, TIC, Student
EID_105600, De Decker, Bryan, (024) 777 708 773, bryan.de decker@heig-vd.ch, MALE, EC, Admin
EID_105601, Dupont, Dylan, (024) 777 547 895, dylan.dupont@heig-vd.ch, MALE, HEG, Student
EID_105602, Dupont, Emma, (024) 777 624 378, emma.dupont@heig-vd.ch, FEMALE, TIN, Student
EID_105603, Dupont, Albert, (024) 777 754 239, albert.dupont@heig-vd.ch, MALE, TIN, Professor
EID_105604, Delon, Carole, (024) 777 657 632, carole.delon@heig-vd.ch, FEMALE, DEPG, Student
EID_105605, Durant, Marc, (024) 777 113 358, marc.durant@heig-vd.ch, MALE, DEPG, Student
EID_105606, Dupont, Edgar, (024) 777 408 609, edgar.dupont@heig-vd.ch, MALE, HEG, Assistant
EID_105607, De Decker, Henriette, (024) 777 835 259, henriette.de decker@heig-vd.ch, FEMALE, TIC, Professor
EID_105608, Durant, Emilie, (024) 777 787 115, emilie.durant@heig-vd.ch, FEMALE, DEPG, Assistant
EID_105609, Belmondo, Marc, (024) 777 658 299, marc.belmondo@heig-vd.ch, MALE, TIC, Professor
EID_105610, De Decker, Gontran, (024) 777 231 355, gontran.de decker@heig-vd.ch, MALE, EC, Professor
EID_105611, De Decker, Gontran, (024) 777 167 479, gontran.de decker@heig-vd.ch, MALE, HEG, Admin
EID_105612, Belmondo, Georgette, (024) 777 386 198, georgette.belmondo@heig-vd.ch, FEMALE, HEG, Admin
EID_105613, Delon, Georgette, (024) 777 545 714, georgette.delon@heig-vd.ch, FEMALE, HEG, Admin
EID_105614, Delon, Carine, (024) 777 625 227, carine.delon@heig-vd.ch, FEMALE, TIC, Assistant
EID_105615, De Decker, Danièle, (024) 777 577 871, danièle.de decker@heig-vd.ch, FEMALE, COMEM, Admin
EID_105616, De Villiers, Faustine, (024) 777 370 884, faustine.de villiers@heig-vd.ch, FEMALE, TIN, Assistant
EID_105617, Durant, Dylan, (024) 777 272 702, dylan.durant@heig-vd.ch, MALE, EC, Professor
EID_105618, Jones, Emil, (024) 777 255 436, emil.jones@heig-vd.ch, MALE, DEPG, Student
EID_105619, De Villiers, Charles, (024) 777 362 703, charles.de villiers@heig-vd.ch, MALE, EC, Assistant
EID_105620, Bauer, Fabrice, (024) 777 396 129, fabrice.bauer@heig-vd.ch, MALE, HEG, Admin
EID_105621, Bauer, Emil, (024) 777 231 806, emil.bauer@heig-vd.ch, MALE, COMEM, Professor
EID_105622, Dupond, Bernadette, (024) 777 173 347, bernadette.dupond@heig-vd.ch, FEMALE, HEG, Professor
EID_105623, Simpson, Carine, (024) 777 112 857, carine.simpson@heig-vd.ch, FEMALE, TIC, Student
EID_105624, Marchand, Emilie, (024) 777 771 767, emilie.marchand@heig-vd.ch, FEMALE, TIN, Admin
EID_105625, Dupont, Albert, (024) 777 125 798, albert.dupont@heig-vd.ch, MALE, HEG, Professor
EID_105626, Delon, Marc, (024) 777 459 329, marc.delon@heig-vd.ch, MALE, TIC, Assistant
EID_105627, De Decker, Albert, (024) 777 761 316, albert.de decker@heig-vd.ch, MALE, TIN, Assistant
EID_105628, Clément, Frédéric, (024) 777 484 227, frédéric.clément@heig-vd.ch, MALE, COMEM, Assistant
EID_105629, Delon, Gilles, (024) 777 600 309, gilles.delon@heig-vd.ch, MALE, TIC, Student
EID_105630, De Decker, Henri, (024) 777 406 787, henri.de decker@heig-vd.ch, MALE, HEG, Professor
EID_105631, Dupont, Amélie, (024) 777 206 570, amélie.dupont@heig-vd.ch, FEMALE, EC, Admin
EID_105632, Belmondo, Julien, (024) 777 837 460, julien.belmondo@heig-vd.ch, MALE, TIN, Professor
EID_105633, Dupond, Emil, (024) 777 153 423, emil.dupond@heig-vd.ch, MALE, HEG, Student
EID_105634, Smith, Jimmy, (024) 777 192 434, jimmy.smith@heig-vd.ch, MALE, EC, Student
EID_105635, Delon, Emma, (024) 777 880 659, emma.delon@heig-vd.ch, FEMALE, HEG, Professor
EID_105636, Dupont, Bryan, (024) 777 537 169, bryan.dupont@heig-vd.ch, MALE, TIN, Admin
EID_105637, Smith, Emilie, (024) 777 150 644, emilie.smith@heig-vd.ch, FEMALE, EC, Professor
EID_105638, Smith, Bryan, (024) 777 180 680, bryan.smith@heig-vd.ch, MALE, EC, Assistant
EID_105639, Clément, Danièle, (024) 777 811 477, danièle.clément@heig-vd.ch, FEMALE, COMEM, Admin
EID_105640, Belmondo, Fabien, (024) 777 369 647, fabien.belmondo@heig-vd.ch, MALE, TIC, Student
EID_105641, Marchand, Emilie, (024) 777 268 138, emilie.marchand@heig-vd.ch, FEMALE, EC, Assistant
EID_105642, Belmondo, Henri, (024) 777 534 739, henri.belmondo@heig-vd.ch, MALE, DEPG, Professor
EID_105643, Jones, Marc, (024) 777 448 299, marc.jones@heig-vd.ch, MALE, EC, Admin
EID_105644, De Villiers, Anne, (024) 777 516 522, anne.de villiers@heig-vd.ch, FEMALE, COMEM, Professor
EID_105645, Bauer, Bernard, (024) 777 193 137, bernard.bauer@heig-vd.ch, MALE, EC, Professor
EID_105646, Durant, Henriette, (024) 777 164 238, henriette.durant@heig-vd.ch, FEMALE, COMEM, Assistant
EID_105647, Marchand, Julien, (024) 777 283 725, julien.marchand@heig-vd.ch, MALE, DEPG, Admin
EID_105648, De Decker, Cédric, (024) 777 823 898, cédric.de decker@heig-vd.ch, MALE, DEPG, Admin
EID_105649, Belmondo, Evelyne, (024) 777 226 281, evelyne.belmondo@heig-vd.ch, FEMALE, TIN, Assistant
EID_105650, Simpson, Irène, (024) 777 316 763, irène.simpson@heig-vd.ch, FEMALE, DEPG, Assistant
EID_105651, Marchand, Carine, (024) 777 152 546, carine.marchand@heig-vd.ch, FEMALE, EC, Student
EID_105652, Belmondo, Henri, (024) 777 560 103, henri.belmondo@heig-vd.ch, MALE, TIN, Professor
EID_105653, Bauer, Emilie, (024) 777 734 598, emilie.bauer@heig-vd.ch, FEMALE, TIC, Professor
EID_105654, Smith, Marc, (024) 777 616 522, marc.smith@heig-vd.ch, MALE, HEG, Student
EID_105655, Belmondo, Lucien, (024) 777 414 399, lucien.belmondo@heig-vd.ch, MALE, HEG, Professor
EID_105656, Durant, Evelyne, (024) 777 441 399, evelyne.durant@heig-vd.ch, FEMALE, COMEM, Professor
EID_105657, Delon, Frédéric, (024) 777 537 435, frédéric.delon@heig-vd.ch, MALE, TIN, Professor
EID_105658, Durant, Fabrice, (024) 777 605 714, fabrice.durant@heig-vd.ch, MALE, HEG, Assistant
EID_105659, De Villiers, Fabien, (024) 777 430 365, fabien.de villiers@heig-vd.ch, MALE, COMEM, Assistant
EID_105660, Simpson, Anne, (024) 777 471 502, anne.simpson@heig-vd.ch, FEMALE, TIN, Professor
EID_105661, Durant, Edgar, (024) 777 159 365, edgar.durant@heig-vd.ch, MALE, TIN, Admin
EID_105662, Dupont, Emma, (024) 777 472 272, emma.dupont@heig-vd.ch, FEMALE, COMEM, Professor
EID_105663, Dupond, Carine, (024) 777 786 140, carine.dupond@heig-vd.ch, FEMALE, EC, Assistant
EID_105664, Clément, Charles, (024) 777 331 616, charles.clément@heig-vd.ch, MALE, EC, Admin
EID_105665, Simpson, Brigitte, (024) 777 189 442, brigitte.simpson@heig-vd.ch, FEMALE, COMEM, Assistant
EID_105666, Smith, Brigitte, (024) 777 433 216, brigitte.smith@heig-vd.ch, FEMALE, TIN, Assistant
EID_105667, Marchand, Marc, (024) 777 719 881, marc.marchand@heig-vd.ch, MALE, TIC, Admin
EID_105668, Bauer, Julien, (024) 777 383 770, julien.bauer@heig-vd.ch, MALE, COMEM, Admin
EID_105669, Marchand, Carole, (024) 777 576 226, carole.marchand@heig-vd.ch, FEMALE, EC, Student
EID_105670, Jones, Cédric, (024) 777 262 277, cédric.jones@heig-vd.ch, MALE, TIC, Professor
EID_105671, Simpson, Christine, (024) 777 558 830, christine.simpson@heig-vd.ch, FEMALE, HEG, Admin
EID_105672, Marchand, Georgette, (024) 777 649 614, georgette.marchand@heig-vd.ch, FEMALE, TIN, Assistant
EID_105673, Delon, Lucien, (024) 777 732 307, lucien.delon@heig-vd.ch, MALE, TIN, Assistant
EID_105674, Belmondo, Henri, (024) 777 359 777, henri.belmondo@heig-vd.ch, MALE, COMEM, Assistant
EID_105675, De Decker, Dorothé, (024) 777 157 655, dorothé.de decker@heig-vd.ch, FEMALE, DEPG, Student
EID_105676, Belmondo, Gilles, (024) 777 678 693, gilles.belmondo@heig-vd.ch, MALE, DEPG, Assistant
EID_105677, Bauer, Fabienne, (024) 777 884 875, fabienne.bauer@heig-vd.ch, FEMALE, EC, Admin
EID_105678, Dupont, Georgette, (024) 777 319 322, georgette.dupont@heig-vd.ch, FEMALE, TIN, Student
EID_105679, Jones, Emilie, (024) 777 398 804, emilie.jones@heig-vd.ch, FEMALE, COMEM, Assistant
EID_105680, Bauer, Gilles, (024) 777 595 729, gilles.bauer@heig-vd.ch, MALE, COMEM, Assistant
EID_105681, Durant, Danièle, (024) 777 888 506, danièle.durant@heig-vd.ch, FEMALE, HEG, Assistant
EID_105682, Jones, Faustine, (024) 777 251 735, faustine.jones@heig-vd.ch, FEMALE, TIC, Assistant
EID_105683, De Villiers, Emil, (024) 777 169 717, emil.de villiers@heig-vd.ch, MALE, EC, Assistant
EID_105684, Marchand, Albert, (024) 777 159 841, albert.marchand@heig-vd.ch, MALE, EC, Assistant
EID_105685, Jones, Henri, (024) 777 623 321, henri.jones@heig-vd.ch, MALE, EC, Professor
EID_105686, Smith, Julie, (024) 777 370 383, julie.smith@heig-vd.ch, FEMALE, HEG, Assistant
EID_105687, De Villiers, Luc, (024) 777 663 701, luc.de villiers@heig-vd.ch, MALE, COMEM, Professor
EID_105688, Durant, Jimmy, (024) 777 181 108, jimmy.durant@heig-vd.ch, MALE, TIN, Student
EID_105689, De Villiers, Julie, (024) 777 453 457, julie.de villiers@heig-vd.ch, FEMALE, HEG, Assistant
EID_105690, Dupond, Jimmy, (024) 777 259 468, jimmy.dupond@heig-vd.ch, MALE, COMEM, Student
EID_105691, Clément, Georgette, (024) 777 722 138, georgette.clément@heig-vd.ch, FEMALE, TIN, Professor
EID_105692, Delon, Brigitte, (024) 777 536 624, brigitte.delon@heig-vd.ch, FEMALE, TIC, Admin
EID_105693, Smith, Evelyne, (024) 777 255 695, evelyne.smith@heig-vd.ch, FEMALE, TIN, Admin
EID_105694, Belmondo, Charles, (024) 777 398 333, charles.belmondo@heig-vd.ch, MALE, HEG, Student
EID_105695, Clément, Didier, (024) 777 140 406, didier.clément@heig-vd.ch, MALE, HEG, Professor
EID_105696, Dupont, Irène, (024) 777 285 225, irène.dupont@heig-vd.ch, FEMALE, EC, Admin
EID_105697, Delon, Bernadette, (024) 777 436 269, bernadette.delon@heig-vd.ch, FEMALE, COMEM, Professor
EID_105698, Clément, Marc, (024) 777 585 603, marc.clément@heig-vd.ch, MALE, TIC, Admin
EID_105699, Delon, Emma, (024) 777 678 727, emma.delon@heig-vd.ch, FEMALE, TIN, Student
EID_105700, Dupont, Amélie, (024) 777 638 549, amélie.dupont@heig-vd.ch, FEMALE, TIN, Student
EID_105701, Smith, Didier, (024) 777 556 480, didier.smith@heig-vd.ch, MALE, TIN, Admin
EID_105702, Smith, Danièle, (024) 777 452 602, danièle.smith@heig-vd.ch, FEMALE, HEG, Admin
EID_105703, Dupont, Cédric, (024) 777 662 797, cédric.dupont@heig-vd.ch, MALE, EC, Assistant
EID_105704, Bauer, Aurore, (024) 777 139 285, aurore.bauer@heig-vd.ch, FEMALE, HEG, Professor
EID_105705, De Decker, Gilles, (024) 777 204 714, gilles.de decker@heig-vd.ch, MALE, HEG, Student
EID_105706, Jones, Dylan, (024) 777 606 205, dylan.jones@heig-vd.ch, MALE, COMEM, Assistant
EID_105707, Belmondo, Emilie, (024) 777 846 444, emilie.belmondo@heig-vd.ch, FEMALE, HEG, Assistant
EID_105708, De Decker, Emil, (024) 777 807 695, emil.de decker@heig-vd.ch, MALE, TIN, Student
EID_105709, Durant, Dorothé, (024) 777 754 402, dorothé.durant@heig-vd.ch, FEMALE, HEG, Admin
EID_105710, Dupont, Dylan, (024) 777 497 874, dylan.dupont@heig-vd.ch, MALE, HEG, Student
EID_105711, Belmondo, Charles, (024) 777 692 762, charles.belmondo@heig-vd.ch, MALE, COMEM, Assistant
EID_105712, Smith, Luc, (024) 777 379 222, luc.smith@heig-vd.ch, MALE, HEG, Admin
EID_105713, Bauer, Julien, (024) 777 588 552, julien.bauer@heig-vd.ch, MALE, DEPG, Student
EID_105714, Belmondo, Amélie, (024) 777 569 482, amélie.belmondo@heig-vd.ch, FEMALE, DEPG, Admin
EID_105715, Dupond, Luc, (024) 777 540 894, luc.dupond@heig-vd.ch, MALE, COMEM, Professor
EID_105716, De Villiers, Danièle, (024) 777 490 411, danièle.de villiers@heig-vd.ch, FEMALE, DEPG, Admin
EID_105717, De Villiers, Fabien, (024) 777 897 227, fabien.de villiers@heig-vd.ch, MALE, COMEM, Assistant
EID_105718, Dupond, Frédéric, (024) 777 784 455, frédéric.dupond@heig-vd.ch, MALE, TIN, Assistant
EID_105719, Simpson, Bernadette, (024) 777 413 184, bernadette.simpson@heig-vd.ch, FEMALE, TIN, Student
EID_105720, Belmondo, Georgette, (024) 777 794 800, georgette.belmondo@heig-vd.ch, FEMALE, TIN, Student
EID_105721, Belmondo, Henri, (024) 777 519 144, henri.belmondo@heig-vd.ch, MALE, TIN, Professor
EID_105722, Smith, Charles, (024) 777 408 591, charles.smith@heig-vd.ch, MALE, EC, Professor
EID_105723, De Decker, Bernard, (024) 777 257 117, bernard.de decker@heig-vd.ch, MALE, DEPG, Professor
EID_105724, Belmondo, Charles, (024) 777 274 449, charles.belmondo@heig-vd.ch, MALE, TIN, Assistant
EID_105725, Dupont, Danièle, (024) 777 491 677, danièle.dupont@heig-vd.ch, FEMALE, COMEM, Professor
EID_105726, Clément, Jimmy, (024) 777 221 191, jimmy.clément@heig-vd.ch, MALE, HEG, Professor
EID_105727, Smith, Emilie, (024) 777 201 560, emilie.smith@heig-vd.ch, FEMALE, HEG, Professor
EID_105728, Delon, Fabrice, (024) 777 503 129, fabrice.delon@heig-vd.ch, MALE, TIC, Admin
EID_105729, Dupont, Dorothé, (024) 777 538 491, dorothé.dupont@heig-vd.ch, FEMALE, TIN, Student
EID_105730, Belmondo, Henriette, (024) 777 889 283, henriette.belmondo@heig-vd.ch, FEMALE, COMEM, Student
EID_105731, Marchand, Carole, (024) 777 886 422, carole.marchand@heig-vd.ch, FEMALE, DEPG, Professor
EID_105732, Delon, Gilles, (024) 777 598 143, gilles.delon@heig-vd.ch, MALE, TIC, Student
EID_105733, Durant, Bernadette, (024) 777 871 116, bernadette.durant@heig-vd.ch, FEMALE, DEPG, Student
EID_105734, Bauer, Luc, (024) 777 835 389, luc.bauer@heig-vd.ch, MALE, DEPG, Assistant
EID_105735, Durant, Charles, (024) 777 211 764, charles.durant@heig-vd.ch, MALE, EC, Student
EID_105736, Smith, Christine, (024) 777 507 505, christine.smith@heig-vd.ch, FEMALE, HEG, Student
EID_105737, Bauer, Emilie, (024) 777 349 626, emilie.bauer@heig-vd.ch, FEMALE, COMEM, Assistant
EID_105738, Dupond, Carine, (024) 777 467 356, carine.dupond@heig-vd.ch, FEMALE, TIN, Assistant
EID_105739, Dupont, Edgar, (024) 777 451 485, edgar.dupont@heig-vd.ch, MALE, TIN, Professor
EID_105740, Belmondo, Gilles, (024) 777 768 834, gilles.belmondo@heig-vd.ch, MALE, HEG, Admin
EID_105741, Dupont, Emilie, (024) 777 581 640, emilie.dupont@heig-vd.ch, FEMALE, COMEM, Professor
EID_105742, Simpson, Marc, (024) 777 213 593, marc.simpson@heig-vd.ch, MALE, COMEM, Professor
EID_105743, Clément, Bernadette, (024) 777 184 814, bernadette.clément@heig-vd.ch, FEMALE, TIN, Admin
EID_105744, Simpson, Bernard, (024) 777 732 482, bernard.simpson@heig-vd.ch, MALE, EC, Assistant
EID_105745, Delon, Dylan, (024) 777 175 498, dylan.delon@heig-vd.ch, MALE, COMEM, Professor
EID_105746, Clément, Emilie, (024) 777 625 881, emilie.clément@heig-vd.ch, FEMALE, DEPG, Admin
EID_105747, Smith, Carole, (024) 777 799 264, carole.smith@heig-vd.ch, FEMALE, COMEM, Admin
EID_105748, De Villiers, Gontran, (024) 777 518 566, gontran.de villiers@heig-vd.ch, MALE, DEPG, Student
EID_105749, Simpson, Dorothé, (024) 777 395 791, dorothé.simpson@heig-vd.ch, FEMALE, TIN, Assistant
EID_105750, De Decker, Emma, (024) 777 394 892, emma.de decker@heig-vd.ch, FEMALE, EC, Assistant
EID_105751, Dupont, Emilie, (024) 777 376 344, emilie.dupont@heig-vd.ch, FEMALE, COMEM, Student
EID_105752, Bauer, Amélie, (024) 777 717 887, amélie.bauer@heig-vd.ch, FEMALE, DEPG, Professor
EID_105753, De Villiers, Irène, (024) 777 674 689, irène.de villiers@heig-vd.ch, FEMALE, EC, Admin
EID_105754, Belmondo, Evelyne, (024) 777 689 542, evelyne.belmondo@heig-vd.ch, FEMALE, DEPG, Assistant
EID_105755, De Decker, Frédéric, (024) 777 852 342, frédéric.de decker@heig-vd.ch, MALE, EC, Admin
EID_105756, Belmondo, Lucien, (024) 777 152 446, lucien.belmondo@heig-vd.ch, MALE, TIN, Student
EID_105757, Clément, Emma, (024) 777 459 347, emma.clément@heig-vd.ch, FEMALE, COMEM, Assistant
EID_105758, Dupond, Fabien, (024) 777 307 592, fabien.dupond@heig-vd.ch, MALE, TIC, Student
EID_105759, Smith, Fabienne, (024) 777 722 249, fabienne.smith@heig-vd.ch, FEMALE, TIC, Student
EID_105760, Jones, Julien, (024) 777 461 885, julien.jones@heig-vd.ch, MALE, DEPG, Student
EID_105761, Marchand, Julie, (024) 777 367 880, julie.marchand@heig-vd.ch, FEMALE, HEG, Assistant
EID_105762, Smith, Julie, (024) 777 114 672, julie.smith@heig-vd.ch, FEMALE, EC, Admin
EID_105763, Smith, Irène, (024) 777 414 661, irène.smith@heig-vd.ch, FEMALE, TIC, Assistant
EID_105764, Delon, Edgar, (024) 777 295 895, edgar.delon@heig-vd.ch, MALE, EC, Student
EID_105765, De Villiers, Fabienne, (024) 777 213 411, fabienne.de villiers@heig-vd.ch, FEMALE, HEG, Admin
EID_105766, Delon, Jimmy, (024) 777 634 745, jimmy.delon@heig-vd.ch, MALE, TIN, Student
EID_105767, Clément, Guillaume, (024) 777 350 215, guillaume.clément@heig-vd.ch, MALE, EC, Admin
EID_105768, Smith, Evelyne, (024) 777 588 402, evelyne.smith@heig-vd.ch, FEMALE, HEG, Admin
EID_105769, Dupond, Henriette, (024) 777 161 824, henriette.dupond@heig-vd.ch, FEMALE, DEPG, Student
EID_105770, Clément, Henriette, (024) 777 796 127, henriette.clément@heig-vd.ch, FEMALE, TIC, Student
EID_105771, Jones, Marc, (024) 777 361 646, marc.jones@heig-vd.ch, MALE, TIC, Assistant
EID_105772, Marchand, Albert, (024) 777 886 574, albert.marchand@heig-vd.ch, MALE, HEG, Professor
EID_105773, Marchand, Anne, (024) 777 734 642, anne.marchand@heig-vd.ch, FEMALE, TIC, Student
EID_105774, De Decker, Henri, (024) 777 585 368, henri.de decker@heig-vd.ch, MALE, COMEM, Student
EID_105775, De Decker, Frédéric, (024) 777 542 181, frédéric.de decker@heig-vd.ch, MALE, TIC, Student
EID_105776, Belmondo, Edgar, (024) 777 337 628, edgar.belmondo@heig-vd.ch, MALE, TIC, Assistant
EID_105777, Smith, Luc, (024) 777 689 534, luc.smith@heig-vd.ch, MALE, EC, Student
EID_105778, Dupond, Frédéric, (024) 777 630 166, frédéric.dupond@heig-vd.ch, MALE, TIN, Assistant
EID_105779, Dupond, Julie, (024) 777 412 498, julie.dupond@heig-vd.ch, FEMALE, DEPG, Assistant
EID_105780, Dupond, Brigitte, (024) 777 860 628, brigitte.dupond@heig-vd.ch, FEMALE, HEG, Student
EID_105781, Smith, Cédric, (024) 777 580 448, cédric.smith@heig-vd.ch, MALE, HEG, Student
EID_105782, Jones, Irène, (024) 777 671 417, irène.jones@heig-vd.ch, FEMALE, COMEM, Admin
EID_105783, Belmondo, Fabien, (024) 777 868 454, fabien.belmondo@heig-vd.ch, MALE, TIN, Professor
EID_105784, Delon, Frédéric, (024) 777 133 889, frédéric.delon@heig-vd.ch, MALE, TIC, Professor
EID_105785, Clément, Emma, (024) 777 866 651, emma.clément@heig-vd.ch, FEMALE, EC, Student
EID_105786, Belmondo, Julie, (024) 777 866 295, julie.belmondo@heig-vd.ch, FEMALE, TIC, Assistant
EID_105787, Marchand, Dylan, (024) 777 693 436, dylan.marchand@heig-vd.ch, MALE, EC, Professor
EID_105788, De Decker, Fabienne, (024) 777 139 225, fabienne.de decker@heig-vd.ch, FEMALE, HEG, Admin
EID_105789, De Villiers, Bernadette, (024) 777 386 793, bernadette.de villiers@heig-vd.ch, FEMALE, DEPG, Student
EID_105790, Bauer, Emma, (024) 777 153 189, emma.bauer@heig-vd.ch, FEMALE, TIC, Professor
EID_105791, Delon, Georgette, (024) 777 787 130, georgette.delon@heig-vd.ch, FEMALE, TIN, Admin
EID_105792, Simpson, Christine, (024) 777 463 812, christine.simpson@heig-vd.ch, FEMALE, TIC, Professor
EID_105793, Durant, Luc, (024) 777 592 897, luc.durant@heig-vd.ch, MALE, EC, Assistant
EID_105794, Belmondo, Julien, (024) 777 473 628, julien.belmondo@heig-vd.ch, MALE, HEG, Professor
EID_105795, Marchand, Lucien, (024) 777 705 481, lucien.marchand@heig-vd.ch, MALE, TIC, Admin
EID_105796, Durant, Bernard, (024) 777 177 822, bernard.durant@heig-vd.ch, MALE, HEG, Admin
EID_105797, De Villiers, Didier, (024) 777 469 240, didier.de villiers@heig-vd.ch, MALE, DEPG, Admin
